Job ID,Job Title,Industry,Location,Company,Education Level,Experience Level,Salary (INR),Remote Option,Hired,Job Type,Skills Required,Posted Date,Application Deadline,Interview Rounds,Job Description Snippet,Company Rating,Expected Joining Time (days),Internship Stipend
JOB2025114,Business Analyst,Media,Noida,Paytm,Master's,10+ years,2981510,No,Yes,Full-time,"SQL, AWS, Django, React",2025-04-08,2025-04-18,3,Business Analyst role at Paytm requiring skills in SQL and more.,4.5,43,0
JOB2025115,UI/UX Designer,Healthcare,Ahmedabad,Flipkart,Diploma,10+ years,2687712,Yes,No,Full-time,"SQL, AWS, React",2025-02-19,2025-03-08,1,UI/UX Designer role at Flipkart requiring skills in SQL and more.,3.2,22,0
JOB2025116,Business Analyst,Education,Pune,Google,High School,10+ years,2023982,No,No,Part-time,"Java, AWS",2025-03-31,2025-04-15,4,Business Analyst role at Google requiring skills in Java and more.,4.2,52,0
JOB2025117,DevOps Engineer,Finance,Chennai,Microsoft,High School,1-2 years,614886,Yes,No,Part-time,"Data Analysis, React, Node.js, Machine Learning, Django",2025-02-20,2025-03-17,5,DevOps Engineer role at Microsoft requiring skills in Data Analysis and more.,4.5,59,0
JOB2025118,UI/UX Designer,Retail,Ahmedabad,TCS,High School,6-10 years,1753829,No,Yes,Full-time,"Machine Learning, Data Analysis",2025-04-07,2025-05-05,5,UI/UX Designer role at TCS requiring skills in Machine Learning and more.,2.9,27,0
JOB2025119,Machine Learning Engineer,Logistics,Mumbai,Amazon,High School,6-10 years,1295359,No,Yes,Contract,"Machine Learning, Node.js, AWS",2025-03-14,2025-03-25,5,Machine Learning Engineer role at Amazon requiring skills in Machine Learning and more.,3.7,58,0
JOB2025120,DevOps Engineer,Technology,Remote,Google,Bachelor's,1-2 years,538288,Yes,Yes,Contract,"Java, Machine Learning, Python, AWS",2025-02-19,2025-03-16,1,DevOps Engineer role at Google requiring skills in Java and more.,3.2,18,0
JOB2025121,Product Manager,Telecom,Pune,Flipkart,Diploma,6-10 years,1593892,Yes,Yes,Internship,"SQL, Machine Learning",2025-03-25,2025-04-20,2,Product Manager role at Flipkart requiring skills in SQL and more.,4.3,21,5113
JOB2025122,Software Engineer,Education,Gurgaon,Accenture,Diploma,10+ years,2795400,Yes,Yes,Contract,"SQL, Django, JavaScript, React",2025-03-02,2025-03-15,1,Software Engineer role at Accenture requiring skills in SQL and more.,4.5,33,0
JOB2025123,Cybersecurity Analyst,Technology,Hyderabad,Amazon,Bachelor's,Fresher,317603,No,Yes,Part-time,"Node.js, AWS",2025-04-05,2025-05-02,2,Cybersecurity Analyst role at Amazon requiring skills in Node.js and more.,4.4,56,0
JOB2025124,Software Engineer,Healthcare,Noida,Google,Master's,10+ years,2668789,No,Yes,Internship,"Machine Learning, JavaScript, Node.js",2025-03-31,2025-04-18,1,Software Engineer role at Google requiring skills in Machine Learning and more.,3.9,44,10738
JOB2025125,Frontend Developer,Media,Gurgaon,Infosys,PhD,6-10 years,1749939,No,No,Contract,"Django, Node.js, SQL",2025-03-02,2025-03-29,4,Frontend Developer role at Infosys requiring skills in Django and more.,3.1,21,0
JOB2025126,DevOps Engineer,Healthcare,Gurgaon,Infosys,High School,6-10 years,1636740,Yes,No,Part-time,"JavaScript, React, Java, Data Analysis",2025-02-24,2025-03-17,1,DevOps Engineer role at Infosys requiring skills in JavaScript and more.,3.8,60,0
JOB2025127,UI/UX Designer,Technology,Chennai,Flipkart,High School,10+ years,2082937,Yes,Yes,Part-time,"JavaScript, React, Django, Python, Java",2025-02-19,2025-03-07,1,UI/UX Designer role at Flipkart requiring skills in JavaScript and more.,4.4,55,0
JOB2025128,Business Analyst,Retail,Ahmedabad,Amazon,Diploma,1-2 years,789448,No,No,Contract,"Machine Learning, React, Django, SQL, Node.js",2025-03-18,2025-04-12,4,Business Analyst role at Amazon requiring skills in Machine Learning and more.,2.7,53,0
JOB2025129,Business Analyst,Manufacturing,Hyderabad,Microsoft,PhD,6-10 years,1247936,Yes,Yes,Full-time,"Machine Learning, Node.js, Django, Java",2025-04-07,2025-04-27,2,Business Analyst role at Microsoft requiring skills in Machine Learning and more.,3.4,60,0
JOB2025130,UI/UX Designer,Logistics,Noida,Microsoft,PhD,6-10 years,1958705,No,No,Part-time,"SQL, Data Analysis, AWS, Java",2025-02-20,2025-03-19,1,UI/UX Designer role at Microsoft requiring skills in SQL and more.,3.8,60,0
JOB2025131,Data Scientist,Technology,Bangalore,Flipkart,Master's,1-2 years,535634,Yes,Yes,Part-time,"React, Python, AWS, Data Analysis, JavaScript",2025-04-18,2025-04-28,5,Data Scientist role at Flipkart requiring skills in React and more.,3.9,7,0
JOB2025132,Software Engineer,Media,Chennai,Accenture,PhD,Fresher,563305,No,Yes,Full-time,"Machine Learning, SQL",2025-04-04,2025-04-20,5,Software Engineer role at Accenture requiring skills in Machine Learning and more.,3.8,59,0
JOB2025133,Backend Developer,Education,Remote,TCS,PhD,6-10 years,1681294,Yes,Yes,Part-time,"Java, Python, Data Analysis, JavaScript",2025-03-26,2025-04-17,5,Backend Developer role at TCS requiring skills in Java and more.,3.7,47,0
JOB2025134,Software Engineer,Healthcare,Mumbai,Paytm,Diploma,3-5 years,1096671,Yes,Yes,Part-time,"Data Analysis, AWS, Django",2025-04-17,2025-04-29,3,Software Engineer role at Paytm requiring skills in Data Analysis and more.,4.7,43,0
JOB2025135,Software Engineer,Healthcare,Pune,Infosys,Master's,10+ years,2302391,No,Yes,Internship,"Data Analysis, JavaScript, Node.js",2025-03-07,2025-04-03,3,Software Engineer role at Infosys requiring skills in Data Analysis and more.,3.5,54,9585
JOB2025136,Data Scientist,Media,Pune,Infosys,Bachelor's,6-10 years,1443420,Yes,No,Contract,"Python, Django, AWS, JavaScript",2025-04-05,2025-04-26,5,Data Scientist role at Infosys requiring skills in Python and more.,4.9,34,0
JOB2025137,Product Manager,Energy,Remote,TCS,High School,3-5 years,929210,Yes,Yes,Full-time,"SQL, Node.js, Data Analysis, React",2025-03-26,2025-04-15,3,Product Manager role at TCS requiring skills in SQL and more.,2.8,7,0
JOB2025138,DevOps Engineer,Logistics,Pune,Google,Bachelor's,1-2 years,545768,Yes,No,Contract,"Java, Python, Data Analysis, SQL, Django",2025-04-14,2025-05-13,5,DevOps Engineer role at Google requiring skills in Java and more.,4.5,31,0
JOB2025139,Software Engineer,Education,Remote,Flipkart,Bachelor's,10+ years,2509067,Yes,Yes,Contract,"SQL, Django, Machine Learning",2025-04-02,2025-04-27,2,Software Engineer role at Flipkart requiring skills in SQL and more.,2.7,34,0
JOB2025140,DevOps Engineer,Telecom,Chennai,Paytm,Bachelor's,3-5 years,931963,Yes,No,Part-time,"Java, SQL, Django, Python, JavaScript",2025-03-29,2025-04-27,4,DevOps Engineer role at Paytm requiring skills in Java and more.,4.5,28,0
JOB2025141,Business Analyst,Manufacturing,Remote,Capgemini,Master's,3-5 years,968120,Yes,Yes,Contract,"SQL, Node.js, React, Data Analysis",2025-03-03,2025-04-02,4,Business Analyst role at Capgemini requiring skills in SQL and more.,4.9,57,0
JOB2025142,UI/UX Designer,Manufacturing,Remote,Google,Diploma,3-5 years,859710,Yes,Yes,Part-time,"AWS, JavaScript",2025-03-22,2025-04-10,1,UI/UX Designer role at Google requiring skills in AWS and more.,4.5,57,0
JOB2025143,Frontend Developer,Logistics,Delhi,Google,Master's,3-5 years,1145329,Yes,No,Contract,"AWS, Data Analysis",2025-03-13,2025-04-04,5,Frontend Developer role at Google requiring skills in AWS and more.,3.8,51,0
JOB2025144,Frontend Developer,Media,Bangalore,Microsoft,High School,10+ years,3338361,Yes,Yes,Part-time,"SQL, Python, Node.js, AWS",2025-03-29,2025-04-21,1,Frontend Developer role at Microsoft requiring skills in SQL and more.,2.5,23,0
JOB2025145,UI/UX Designer,Media,Noida,Accenture,High School,10+ years,2463537,No,No,Contract,"Data Analysis, Machine Learning, SQL, AWS, Python",2025-03-20,2025-04-02,3,UI/UX Designer role at Accenture requiring skills in Data Analysis and more.,3.5,12,0
JOB2025146,Data Scientist,Healthcare,Pune,Google,PhD,6-10 years,1416916,No,No,Contract,"AWS, Data Analysis",2025-03-30,2025-04-11,3,Data Scientist role at Google requiring skills in AWS and more.,2.6,52,0
JOB2025147,Data Scientist,Technology,Pune,TCS,Master's,1-2 years,770529,Yes,Yes,Internship,"AWS, JavaScript, Node.js, React, Java",2025-04-08,2025-05-08,4,Data Scientist role at TCS requiring skills in AWS and more.,3.5,54,11465
JOB2025148,Business Analyst,Energy,Remote,Flipkart,Bachelor's,1-2 years,607890,Yes,No,Full-time,"Machine Learning, SQL",2025-03-27,2025-04-16,2,Business Analyst role at Flipkart requiring skills in Machine Learning and more.,3.6,23,0
JOB2025149,Business Analyst,Media,Pune,Capgemini,Diploma,10+ years,2823224,Yes,No,Internship,"Data Analysis, SQL, Django, AWS, Node.js",2025-04-14,2025-04-28,3,Business Analyst role at Capgemini requiring skills in Data Analysis and more.,2.8,26,8832
JOB2025150,Product Manager,Manufacturing,Delhi,Accenture,Diploma,6-10 years,1825397,Yes,No,Contract,"AWS, Machine Learning, SQL",2025-03-15,2025-03-30,4,Product Manager role at Accenture requiring skills in AWS and more.,3.2,18,0
JOB2025151,Backend Developer,Logistics,Ahmedabad,Infosys,PhD,Fresher,554074,Yes,Yes,Contract,"Node.js, AWS, Data Analysis, React, JavaScript",2025-03-19,2025-04-03,1,Backend Developer role at Infosys requiring skills in Node.js and more.,3.9,57,0
JOB2025152,UI/UX Designer,Education,Bangalore,Google,Master's,10+ years,2605385,Yes,No,Contract,"Data Analysis, Java",2025-04-02,2025-04-29,3,UI/UX Designer role at Google requiring skills in Data Analysis and more.,3.9,55,0
JOB2025153,Software Engineer,Logistics,Noida,Amazon,Diploma,Fresher,429777,No,Yes,Contract,"React, Java, AWS, Node.js",2025-04-12,2025-04-29,2,Software Engineer role at Amazon requiring skills in React and more.,4.5,44,0
JOB2025154,Backend Developer,Energy,Remote,Wipro,High School,1-2 years,608328,Yes,Yes,Full-time,"Machine Learning, Django, SQL, AWS",2025-03-05,2025-03-24,3,Backend Developer role at Wipro requiring skills in Machine Learning and more.,3.9,39,0
JOB2025155,Data Scientist,Healthcare,Remote,Infosys,PhD,1-2 years,569568,Yes,Yes,Part-time,"JavaScript, Node.js, AWS, Java",2025-03-14,2025-04-13,3,Data Scientist role at Infosys requiring skills in JavaScript and more.,4.1,31,0
JOB2025156,Business Analyst,Finance,Mumbai,Flipkart,High School,3-5 years,1164224,No,No,Contract,"Data Analysis, Python, Java, React",2025-03-21,2025-04-20,3,Business Analyst role at Flipkart requiring skills in Data Analysis and more.,4.6,57,0
JOB2025157,Machine Learning Engineer,Telecom,Hyderabad,Flipkart,Master's,6-10 years,1481581,No,No,Internship,"Data Analysis, AWS, React",2025-02-21,2025-03-04,1,Machine Learning Engineer role at Flipkart requiring skills in Data Analysis and more.,2.7,57,20059
JOB2025158,Software Engineer,Finance,Delhi,Paytm,Diploma,Fresher,524290,Yes,Yes,Internship,"Django, Java, React",2025-04-03,2025-04-15,3,Software Engineer role at Paytm requiring skills in Django and more.,4.2,48,10423
JOB2025159,Software Engineer,Telecom,Chennai,Amazon,Diploma,Fresher,349903,Yes,Yes,Contract,"SQL, JavaScript",2025-03-17,2025-04-10,1,Software Engineer role at Amazon requiring skills in SQL and more.,2.5,28,0
JOB2025160,Data Scientist,Telecom,Delhi,Paytm,Bachelor's,1-2 years,700838,Yes,Yes,Full-time,"React, Django, SQL, JavaScript",2025-03-01,2025-03-15,2,Data Scientist role at Paytm requiring skills in React and more.,2.7,43,0
JOB2025161,Software Engineer,Energy,Delhi,Paytm,PhD,1-2 years,579363,No,No,Part-time,"Java, SQL",2025-03-02,2025-03-15,5,Software Engineer role at Paytm requiring skills in Java and more.,4.3,29,0
JOB2025162,Frontend Developer,Manufacturing,Delhi,Amazon,PhD,Fresher,430110,No,Yes,Internship,"Machine Learning, Data Analysis, JavaScript",2025-03-03,2025-03-25,3,Frontend Developer role at Amazon requiring skills in Machine Learning and more.,4.1,57,12842
JOB2025163,Business Analyst,Telecom,Mumbai,Amazon,Diploma,10+ years,2148922,Yes,No,Internship,"Node.js, Data Analysis, React",2025-03-16,2025-03-31,4,Business Analyst role at Amazon requiring skills in Node.js and more.,4.9,56,7391
JOB2025164,Software Engineer,Energy,Mumbai,Infosys,PhD,1-2 years,520880,Yes,No,Internship,"Node.js, Data Analysis, Java, React, Django",2025-03-16,2025-04-14,2,Software Engineer role at Infosys requiring skills in Node.js and more.,3.2,26,7589
JOB2025165,Machine Learning Engineer,Retail,Delhi,Accenture,PhD,6-10 years,1814923,Yes,No,Contract,"Python, JavaScript, Java",2025-02-19,2025-03-14,1,Machine Learning Engineer role at Accenture requiring skills in Python and more.,3.6,45,0
JOB2025166,Software Engineer,Education,Delhi,TCS,Bachelor's,1-2 years,505950,Yes,No,Internship,"SQL, React, Data Analysis, Machine Learning",2025-03-01,2025-03-19,1,Software Engineer role at TCS requiring skills in SQL and more.,4.4,8,15977
JOB2025167,Frontend Developer,Education,Noida,TCS,PhD,10+ years,3316031,Yes,No,Contract,"Python, AWS, SQL, Machine Learning",2025-04-09,2025-04-27,1,Frontend Developer role at TCS requiring skills in Python and more.,4.7,50,0
JOB2025168,Data Scientist,Retail,Noida,Infosys,Bachelor's,Fresher,428215,Yes,No,Internship,"SQL, Data Analysis, Python, Django, React",2025-03-03,2025-04-02,4,Data Scientist role at Infosys requiring skills in SQL and more.,3.1,22,18639
JOB2025169,Backend Developer,Education,Mumbai,Capgemini,PhD,Fresher,563214,Yes,Yes,Part-time,"Node.js, Java",2025-02-22,2025-03-18,3,Backend Developer role at Capgemini requiring skills in Node.js and more.,4.4,26,0
JOB2025170,Backend Developer,Finance,Noida,Paytm,Bachelor's,3-5 years,905209,No,No,Part-time,"React, AWS, JavaScript, Data Analysis, Django",2025-03-02,2025-03-19,2,Backend Developer role at Paytm requiring skills in React and more.,2.5,33,0
JOB2025171,Software Engineer,Retail,Noida,Microsoft,Bachelor's,3-5 years,800766,No,No,Full-time,"Machine Learning, JavaScript, Node.js",2025-03-19,2025-03-30,2,Software Engineer role at Microsoft requiring skills in Machine Learning and more.,4.3,12,0
JOB2025172,Software Engineer,Retail,Noida,Flipkart,PhD,6-10 years,1984229,Yes,Yes,Part-time,"Java, Python, Node.js, React, Data Analysis",2025-04-04,2025-04-23,3,Software Engineer role at Flipkart requiring skills in Java and more.,4.6,58,0
JOB2025173,Frontend Developer,Manufacturing,Pune,Paytm,PhD,1-2 years,539157,Yes,Yes,Full-time,"Java, SQL, AWS",2025-03-21,2025-04-10,4,Frontend Developer role at Paytm requiring skills in Java and more.,2.8,29,0
JOB2025174,UI/UX Designer,Logistics,Chennai,Paytm,PhD,Fresher,347406,Yes,No,Full-time,"React, SQL, Java",2025-03-05,2025-03-22,3,UI/UX Designer role at Paytm requiring skills in React and more.,3.5,10,0
JOB2025175,DevOps Engineer,Education,Delhi,Infosys,Diploma,6-10 years,1782959,Yes,Yes,Contract,"SQL, Java",2025-04-19,2025-04-30,2,DevOps Engineer role at Infosys requiring skills in SQL and more.,2.8,59,0
JOB2025176,Frontend Developer,Manufacturing,Mumbai,Capgemini,High School,3-5 years,839314,Yes,Yes,Part-time,"SQL, Java, React, Python, Node.js",2025-03-21,2025-04-01,2,Frontend Developer role at Capgemini requiring skills in SQL and more.,4.8,34,0
JOB2025177,Frontend Developer,Logistics,Bangalore,Flipkart,Diploma,1-2 years,685568,Yes,Yes,Internship,"AWS, SQL, Python, Django",2025-03-11,2025-04-09,2,Frontend Developer role at Flipkart requiring skills in AWS and more.,4.1,38,18500
JOB2025178,Machine Learning Engineer,Logistics,Bangalore,TCS,PhD,6-10 years,1343902,No,Yes,Part-time,"Node.js, React",2025-03-20,2025-04-16,4,Machine Learning Engineer role at TCS requiring skills in Node.js and more.,3.4,43,0
JOB2025179,Machine Learning Engineer,Manufacturing,Remote,Google,Master's,Fresher,467183,Yes,Yes,Full-time,"Python, AWS, React, Node.js",2025-03-13,2025-03-30,2,Machine Learning Engineer role at Google requiring skills in Python and more.,2.8,49,0
JOB2025180,UI/UX Designer,Education,Noida,Infosys,Master's,10+ years,2814581,No,Yes,Part-time,"Data Analysis, React, Machine Learning",2025-02-20,2025-03-20,1,UI/UX Designer role at Infosys requiring skills in Data Analysis and more.,4.3,29,0
JOB2025181,Cybersecurity Analyst,Energy,Delhi,Capgemini,Master's,6-10 years,1768458,No,Yes,Contract,"Java, Python",2025-04-05,2025-05-04,2,Cybersecurity Analyst role at Capgemini requiring skills in Java and more.,2.5,37,0
JOB2025182,Software Engineer,Manufacturing,Ahmedabad,Amazon,Master's,3-5 years,1175881,Yes,No,Full-time,"SQL, Data Analysis",2025-03-01,2025-03-14,5,Software Engineer role at Amazon requiring skills in SQL and more.,4.7,11,0
JOB2025183,Backend Developer,Telecom,Ahmedabad,TCS,PhD,3-5 years,969136,Yes,Yes,Contract,"React, SQL, Data Analysis, Java, AWS",2025-03-13,2025-03-28,4,Backend Developer role at TCS requiring skills in React and more.,3.3,51,0
JOB2025184,DevOps Engineer,Healthcare,Delhi,Infosys,High School,6-10 years,1795048,Yes,Yes,Internship,"Data Analysis, Java, AWS",2025-04-10,2025-04-30,1,DevOps Engineer role at Infosys requiring skills in Data Analysis and more.,3.1,27,10501
JOB2025185,Data Scientist,Manufacturing,Gurgaon,Infosys,PhD,1-2 years,630831,Yes,No,Internship,"Python, Data Analysis",2025-03-26,2025-04-19,4,Data Scientist role at Infosys requiring skills in Python and more.,4.9,33,21157
JOB2025186,Frontend Developer,Manufacturing,Noida,Flipkart,Bachelor's,6-10 years,1806135,Yes,Yes,Contract,"Python, Django",2025-04-18,2025-05-08,3,Frontend Developer role at Flipkart requiring skills in Python and more.,4.9,11,0
JOB2025187,Backend Developer,Healthcare,Remote,Wipro,Bachelor's,10+ years,2195254,Yes,No,Contract,"Node.js, SQL",2025-03-12,2025-04-04,2,Backend Developer role at Wipro requiring skills in Node.js and more.,2.6,28,0
JOB2025188,UI/UX Designer,Retail,Remote,Accenture,High School,3-5 years,1146343,Yes,No,Internship,"Java, Python, Node.js",2025-03-14,2025-04-10,4,UI/UX Designer role at Accenture requiring skills in Java and more.,2.9,30,5125
JOB2025189,Frontend Developer,Finance,Chennai,Capgemini,Diploma,1-2 years,550849,Yes,Yes,Part-time,"Java, AWS, Data Analysis, SQL",2025-02-28,2025-03-22,4,Frontend Developer role at Capgemini requiring skills in Java and more.,3.7,49,0
JOB2025190,DevOps Engineer,Finance,Noida,Flipkart,Master's,3-5 years,999987,No,Yes,Contract,"Django, AWS",2025-03-21,2025-04-08,2,DevOps Engineer role at Flipkart requiring skills in Django and more.,4.6,43,0
JOB2025191,Software Engineer,Healthcare,Mumbai,TCS,PhD,10+ years,2868192,Yes,Yes,Contract,"Machine Learning, AWS, JavaScript, Data Analysis, SQL",2025-04-14,2025-05-06,1,Software Engineer role at TCS requiring skills in Machine Learning and more.,3.8,40,0
